filename,a,b
06.csv,2.2998832788289266e-05,0.013742338318898163
03.csv,1.3979006148292668e-05,0.019242480411820105
02.csv,5.910019038128664e-06,0.07982909429677232
1.csv,3.359744348563251e-05,-0.00015115563059202357
cpu_1.csv,8.54669335240032e-06,0.017131611630247772
cpu_02.csv,1.4192270909552445e-05,0.08188638013497987
cpu_03.csv,1.3365588203305365e-05,0.09604763712597199
cpu_06.csv,1.4921894401777524e-05,0.09170680671889563
prefill.csv,0.0001179260482982499,-0.14363635153057097
